province_state,country_region,date,confirmed,deaths,recovered,active
Hong Kong,China,2022-11-02,1927835,10418,,
Hong Kong,China,2021-01-13,9385,161,8584,640
Hong Kong,China,2021-12-13,12490,213,,
Hong Kong,China,2021-07-08,11948,212,11648,88
Hong Kong,China,2020-08-29,4786,87,4287,412
Hong Kong,China,2022-05-19,1209688,9366,,
Shanghai,China,2022-05-19,62523,587,,
Hong Kong,China,2021-02-20,10848,197,10362,289
Hong Kong,China,2021-01-12,9343,160,8524,659
Hong Kong,China,2021-08-29,12107,212,,
Hong Kong,China,2022-01-27,13450,213,,
Hong Kong,China,2021-07-20,11965,212,11686,67
Hong Kong,China,2022-09-09,1633154,9780,,
Hong Kong,China,2022-04-09,1188262,8705,,
Hong Kong,China,2022-05-17,1209068,9361,,
Shanghai,China,2022-05-17,62350,586,,
Hong Kong,China,2020-12-15,7721,123,6345,1253
Hong Kong,China,2022-06-25,1235960,9398,,
Hong Kong,China,2020-11-06,5361,107,5131,123
Hong Kong,China,2021-10-23,12319,213,,
Hong Kong,China,2020-08-16,4480,69,3549,862
Hong Kong,China,2021-05-19,11827,210,11539,78
Hong Kong,China,2020-10-01,5097,105,4837,155
Hong Kong,China,2021-11-19,12396,213,,
Hong Kong,China,2022-03-29,1143788,7571,,
Hong Kong,China,2021-06-27,11917,210,11625,82
Hong Kong,China,2022-05-02,1204793,9318,,
Shanghai,China,2022-05-02,59344,481,,
Hong Kong,China,2020-09-08,4895,99,4543,253
Hong Kong,China,2021-09-22,12167,213,,
Hong Kong,China,2022-02-07,15026,213,,
Hong Kong,China,2020-10-24,5289,105,5041,143
Hong Kong,China,2022-04-23,1201431,9236,,
Shanghai,China,2022-04-23,42381,55,,
Hong Kong,China,2022-05-31,1212699,9378,,
Hong Kong,China,2021-06-12,11877,210,11595,72
Hong Kong,China,2021-05-11,11812,210,11503,99
Hong Kong,China,2022-02-01,13829,213,,
Hubei,China,2020-03-21,67800,3139,58946,
Hong Kong,China,2022-03-18,1016944,5401,,
Hong Kong,China,2021-05-03,11786,210,11447,129
Hong Kong,China,2021-08-01,11987,212,11715,60
Hong Kong,China,2020-12-18,7969,129,6628,1212
Hong Kong,China,2021-06-28,11920,210,11626,84
Hong Kong,China,2022-03-26,1120470,7101,,
Hong Kong,China,2020-08-13,4312,66,3295,951
Hong Kong,China,2022-06-08,1216228,9389,,
Hong Kong,China,2022-06-24,1234166,9398,,
Hubei,China,2020-04-13,67803,3221,64338,244
Hong Kong,China,2021-11-01,12347,213,,
Hong Kong,China,2020-12-13,7541,117,6202,1222
Hong Kong,China,2021-10-22,12313,213,,
Hong Kong,China,2021-12-18,12518,213,,
Hong Kong,China,2020-10-18,5241,105,4973,163
Hong Kong,China,2021-09-18,12157,213,,
Hong Kong,China,2020-11-18,5479,108,5224,147
Hong Kong,China,2021-01-18,9664,163,8786,715
Hong Kong,China,2022-09-14,1674709,9830,,
Hong Kong,China,2022-10-02,1772880,10173,,
Hong Kong,China,2021-02-13,10767,193,10160,414
Hong Kong,China,2020-11-13,5436,108,5177,151
Hong Kong,China,2020-10-13,5201,105,4931,165
Hong Kong,China,2022-01-14,12854,213,,
Hong Kong,China,2020-09-18,4996,103,4696,197
Hong Kong,China,2021-04-24,11730,209,11340,181
Hong Kong,China,2022-04-13,1194295,8948,,
Hong Kong,China,2020-07-18,1655,10,1254,391
Hong Kong,China,2022-01-31,13745,213,,
Hong Kong,China,2021-04-16,11635,209,11253,173
Henan,China,2022-11-28,7144,23,,
Hong Kong,China,2022-11-28,2101888,10718,,
Hong Kong,China,2020-08-18,4560,71,3677,812
Hong Kong,China,2022-04-04,1174560,8262,,
Hong Kong,China,2021-07-23,11973,212,11690,71
Hong Kong,China,2022-07-03,1252170,9405,,
Hong Kong,China,2022-04-17,1197825,9139,,
Hong Kong,China,2021-05-10,11811,210,11496,105
Hong Kong,China,2022-05-25,1211087,9372,,
Shanghai,China,2022-05-25,62867,594,,
Hong Kong,China,2021-04-02,11499,205,11122,172
Hong Kong,China,2021-01-06,9074,154,8201,719
Hong Kong,China,2022-09-15,1682896,9836,,
Hong Kong,China,2021-02-14,10779,193,10185,401
Hong Kong,China,2022-08-07,1385242,9540,,
Hong Kong,China,2021-03-22,11397,203,10901,293
Hong Kong,China,2021-08-09,12015,212,,
Hong Kong,China,2021-12-05,12461,213,,
Hong Kong,China,2022-03-20,1047690,5896,,
Hong Kong,China,2020-09-10,4913,99,4582,232
Hong Kong,China,2022-03-09,551233,2869,,
Hubei,China,2020-03-14,67790,3075,52960,
Hong Kong,China,2020-09-26,5059,105,4777,177
Hong Kong,China,2022-06-19,1226684,9395,,
Hong Kong,China,2020-08-21,4631,75,3900,656
Hong Kong,China,2022-07-27,1334907,9488,,
Hong Kong,China,2022-10-01,1769311,10167,,
Hong Kong,China,2021-09-17,12152,213,,
Hong Kong,China,2021-04-30,11774,209,11416,149
Hubei,China,2020-04-06,67803,3212,64014,577
Hong Kong,China,2020-12-20,8152,130,6837,1185
Hong Kong,China,2021-09-16,12149,213,,
Hong Kong,China,2021-05-25,11835,210,11560,65
Hong Kong,China,2022-01-05,12708,213,,
Hong Kong,China,2022-08-20,1451725,9602,,
Hong Kong,China,2022-07-12,1276686,9420,,
Hong Kong,China,2022-02-13,17046,219,,
Hong Kong,China,2022-06-04,1214638,9382,,
Hong Kong,China,2021-10-02,12226,213,,
Hubei,China,2020-04-09,67803,3215,64187,401
Hong Kong,China,2021-11-10,12374,213,,
Henan,China,2022-11-25,6468,23,,
Hong Kong,China,2022-11-25,2077188,10663,,
Hong Kong,China,2022-03-21,1061758,6119,,
Hong Kong,China,2020-08-31,4810,89,4342,379
Hong Kong,China,2022-05-24,1210836,9370,,
Shanghai,China,2022-05-24,62818,593,,
Hong Kong,China,2021-07-13,11952,212,11665,75
Hong Kong,China,2022-04-16,1197078,9110,,
Hong Kong,China,2022-10-17,1843209,10278,,
Hong Kong,China,2021-06-05,11851,210,11584,57
Hong Kong,China,2022-09-04,1582399,9724,,
Hong Kong,China,2021-10-12,12272,213,,
Hong Kong,China,2021-01-09,9211,157,8374,680
Hong Kong,China,2021-07-16,11956,212,11677,67
Hong Kong,China,2021-04-07,11539,205,11163,171
Hong Kong,China,2020-09-27,5065,105,4786,174
Hong Kong,China,2022-06-22,1230656,9397,,
Hong Kong,China,2021-10-20,12305,213,,
Hong Kong,China,2021-01-24,10085,169,9034,882
Hong Kong,China,2022-09-12,1659912,9810,,
Hong Kong,China,2022-01-21,12918,213,,
Hong Kong,China,2020-12-04,6701,112,5465,1124
Hong Kong,China,2022-02-03,14013,213,,
Hong Kong,China,2020-07-16,1655,10,1254,391
Hong Kong,China,2020-11-04,5348,106,5118,124
Hong Kong,China,2021-02-23,10896,197,10427,272
Hong Kong,China,2022-03-24,1101224,6770,,
Hong Kong,China,2022-11-09,1962610,10492,,
Hong Kong,China,2021-07-25,11978,212,11698,68
Hong Kong,China,2022-06-14,1220761,9391,,
Hong Kong,China,2020-10-10,5175,105,4914,156
Hong Kong,China,2021-11-29,12430,213,,
Hong Kong,China,2021-05-13,11817,210,11511,96
Hong Kong,China,2022-10-05,1783337,10194,,
Hong Kong,China,2021-10-08,12253,213,,
Hong Kong,China,2022-06-09,1216842,9390,,
Hong Kong,China,2020-07-20,1655,10,1254,391
Hong Kong,China,2021-05-20,11828,210,11542,76
Hong Kong,China,2022-10-13,1821754,10254,,
Hong Kong,China,2022-08-25,1487972,9643,,
Hong Kong,China,2020-09-11,4925,99,4598,228
Hong Kong,China,2021-03-10,11128,203,10675,250
Hong Kong,China,2021-09-27,12196,213,,
Hong Kong,China,2021-02-10,10710,189,10022,499
Hong Kong,China,2021-08-10,12019,212,,
Hong Kong,China,2022-01-24,13104,213,,
Hong Kong,China,2020-08-01,3396,33,1858,1505
Hong Kong,China,2021-02-05,10589,186,9750,653
Hong Kong,China,2022-08-27,1504264,9654,,
Hong Kong,China,2021-05-12,11814,210,11505,99
Hong Kong,China,2020-12-22,8300,132,6995,1173
Hong Kong,China,2021-09-25,12185,213,,
Hong Kong,China,2022-07-10,1271054,9412,,
Hong Kong,China,2022-04-14,1195338,9002,,
Hong Kong,China,2021-12-25,12580,213,,
Hong Kong,China,2020-09-06,4878,96,4511,271
Hong Kong,China,2022-10-10,1806688,10228,,
Hong Kong,China,2020-10-22,5280,105,5019,156
Henan,China,2022-11-27,6980,23,,
Hong Kong,China,2022-11-27,2094095,10692,,
Hong Kong,China,2022-08-26,1495807,9650,,
Hong Kong,China,2021-08-11,12020,212,,
Hong Kong,China,2021-12-16,12506,213,,
Hong Kong,China,2022-08-18,1438891,9589,,
Hubei,China,2020-03-12,67781,3056,50318,
Hong Kong,China,2021-12-24,12555,213,,
Hong Kong,China,2021-08-03,11994,212,11719,63
Hong Kong,China,2021-02-03,10530,185,9633,712
Hong Kong,China,2020-09-04,4850,94,4456,300
Hong Kong,China,2020-12-09,7179,114,5783,1282
Hong Kong,China,2022-10-04,1779695,10184,,
Hong Kong,China,2020-08-04,3669,42,2141,1486
Hong Kong,China,2021-09-28,12209,213,,
Hong Kong,China,2021-02-11,10731,191,10077,463
Hong Kong,China,2021-03-28,11446,205,11040,201
Hong Kong,China,2022-10-12,1816132,10246,,
Hong Kong,China,2020-08-22,4657,77,3974,606
Hong Kong,China,2022-01-08,12770,213,,
Hong Kong,China,2022-04-11,1191590,8827,,
Hong Kong,China,2022-10-20,1858720,10306,,
Hong Kong,China,2020-09-22,5046,103,4729,214
Hong Kong,China,2022-01-16,12864,213,,
Hong Kong,China,2022-07-01,1248115,9402,,
Hong Kong,China,2021-05-21,11829,210,11547,72
Hong Kong,China,2021-04-26,11740,209,11363,168
Hong Kong,China,2022-05-28,1211858,9376,,
Hong Kong,China,2022-04-06,1180591,8460,,
Hong Kong,China,2021-06-19,11885,210,11612,63
Hong Kong,China,2022-10-03,1776409,10176,,
Hong Kong,China,2021-07-22,11971,212,11690,69
Hong Kong,China,2020-07-25,2505,18,1455,1032
Hong Kong,China,2021-10-05,12237,213,,
Hong Kong,China,2022-06-07,1215935,9389,,
Hong Kong,China,2020-11-01,5330,105,5096,129
Hong Kong,China,2022-02-10,16079,216,,
Hong Kong,China,2021-04-09,11563,207,11186,170
Hong Kong,China,2020-10-25,5295,105,5047,143
Hubei,China,2020-03-25,67801,3163,60811,3827
Hong Kong,China,2022-06-23,1232306,9398,,
Hong Kong,China,2021-10-21,12311,213,,
Hong Kong,China,2020-12-25,8481,136,7317,1028
Hong Kong,China,2021-01-25,10158,171,9056,931
Hong Kong,China,2021-04-08,11549,205,11174,170
Hong Kong,China,2020-09-09,4901,99,4557,245
Hong Kong,China,2022-09-13,1667130,9820,,
Hong Kong,China,2021-04-25,11736,209,11354,173
Hong Kong,China,2020-11-20,5517,108,5239,170
Hong Kong,China,2021-11-02,12349,213,,
Hong Kong,China,2021-04-15,11618,209,11246,163
Hong Kong,China,2022-01-07,12749,213,,
Hong Kong,China,2022-01-13,12852,213,,
Hong Kong,China,2022-09-30,1765404,10161,,
Hong Kong,China,2022-07-04,1254011,9405,,
Hong Kong,China,2021-07-15,11955,212,11675,68
Hong Kong,China,2022-01-30,13679,213,,
Hong Kong,China,2021-01-19,9720,165,8828,727
Hong Kong,China,2022-09-07,1611987,9757,,
Hong Kong,China,2021-12-19,12526,213,,
Hong Kong,China,2022-04-03,1171422,8172,,
Hong Kong,China,2021-02-22,10884,197,10404,283
Hubei,China,2020-04-04,67803,3207,63762,834
Hong Kong,China,2022-04-20,1199706,9186,,
Shanghai,China,2022-04-20,35079,24,,
Hong Kong,China,2022-09-24,1741603,10106,,
Hong Kong,China,2021-05-14,11818,210,11516,92
Hong Kong,China,2020-09-01,4822,90,4380,352
Hong Kong,China,2020-11-22,5628,108,5259,261
Hong Kong,China,2021-10-07,12251,213,,
Hong Kong,China,2021-10-13,12275,213,,
Hong Kong,China,2022-02-02,13912,213,,
Hong Kong,China,2022-03-19,1033541,5650,,
Hong Kong,China,2021-08-04,11996,212,11721,63
Hong Kong,China,2021-07-30,11984,212,11712,60
Hubei,China,2020-03-23,67800,3153,59882,4765
Hong Kong,China,2022-10-14,1826860,10261,,
Hong Kong,China,2022-09-18,1707495,9891,,
Hong Kong,China,2021-07-11,11951,212,11655,84
Hong Kong,China,2022-10-06,1787655,10200,,
Hong Kong,China,2022-10-30,1913942,10385,,
Hong Kong,China,2022-05-26,1211338,9374,,
Hong Kong,China,2020-09-23,5049,104,4749,196
Hong Kong,China,2020-10-28,5310,105,5063,142
Hong Kong,China,2021-10-18,12299,213,,
Hong Kong,China,2022-08-08,1389282,9547,,
Hong Kong,China,2020-10-03,5108,105,4849,154
Hong Kong,China,2021-04-28,11755,209,11392,154
Hong Kong,China,2020-12-03,6589,111,5423,1055
Hong Kong,China,2021-12-06,12466,213,,
Hong Kong,China,2021-02-01,10486,182,9474,830
Hong Kong,China,2022-01-03,12677,213,,
Henan,China,2022-11-24,6468,23,,
Hong Kong,China,2022-11-24,2068310,10647,,
Henan,China,2022-12-02,7508,23,,
Hong Kong,China,2022-12-02,2138378,10773,,
Hong Kong,China,2021-06-01,11848,210,11575,63
Hong Kong,China,2022-08-24,1479393,9634,,
Hong Kong,China,2021-12-22,12548,213,,
Hubei,China,2020-03-31,67801,3187,63153,1461
Hong Kong,China,2022-07-14,1283514,9427,,
Hong Kong,China,2021-04-13,11607,208,11227,172
Hong Kong,China,2021-11-12,12378,213,,
Hong Kong,China,2021-06-08,11868,210,11584,74
Hong Kong,China,2020-09-03,4838,94,4431,313
Hong Kong,China,2022-03-22,1075910,6364,,
Hong Kong,China,2021-02-25,10926,198,10474,254
Hong Kong,China,2022-06-05,1215153,9386,,
Unknown,China,2022-06-05,660292,600,,
Hubei,China,2020-03-11,67773,3046,49134,
Hong Kong,China,2022-02-28,205780,744,,
Hong Kong,China,2021-03-09,11120,202,10662,256
Hong Kong,China,2022-04-01,1163238,7945,,
Hong Kong,China,2021-08-21,12052,212,,
Hong Kong,China,2021-10-30,12345,213,,
Hong Kong,China,2021-04-17,11653,209,11258,186
Hong Kong,China,2022-07-18,1297772,9440,,
Hubei,China,2020-03-18,67800,3122,56927,
Hong Kong,China,2022-07-26,1330399,9478,,
Hong Kong,China,2021-11-16,12388,213,,
Hong Kong,China,2021-09-11,12142,212,,
Hong Kong,China,2021-11-24,12411,213,,
Hong Kong,China,2021-09-03,12112,212,,
Hong Kong,China,2021-01-03,8964,150,8011,803
Hong Kong,China,2022-11-04,1937596,10439,,
Hong Kong,China,2021-01-11,9283,159,8468,656
Hong Kong,China,2020-12-21,8237,131,6910,1196
Hong Kong,China,2020-11-21,5560,108,5248,204
Hong Kong,China,2021-02-28,11005,199,10536,270
Hong Kong,China,2022-11-12,1979629,10517,,
Hong Kong,China,2022-03-03,350557,1366,,
Hong Kong,China,2022-02-24,35052,425,,
Hong Kong,China,2021-04-01,11480,205,11108,167
Hong Kong,China,2021-05-18,11826,210,11535,81
Hong Kong,China,2022-05-14,1208247,9360,,
Shanghai,China,2022-05-14,62106,578,,
Hong Kong,China,2021-06-13,11877,210,11598,69
Hong Kong,China,2021-08-08,12013,212,,
Hong Kong,China,2021-11-08,12368,213,,
Hong Kong,China,2022-08-13,1412043,9562,,
Hong Kong,China,2020-12-26,8540,136,7394,1010
Hong Kong,China,2021-08-24,12069,212,,
Hong Kong,China,2021-08-16,12036,212,,
Hong Kong,China,2021-12-11,12483,213,,
Hong Kong,China,2022-10-26,1891631,10350,,
Hong Kong,China,2021-12-02,12445,213,,
Hong Kong,China,2021-03-23,11409,204,10936,269
Hong Kong,China,2020-10-26,5303,105,5050,148
Hong Kong,China,2022-08-04,1371938,9527,,
Hong Kong,China,2020-11-26,5947,108,5300,539
Hong Kong,China,2021-03-06,11074,202,10622,250
Hong Kong,China,2022-08-21,1458238,9605,,
Hong Kong,China,2022-02-08,15176,213,,
Hong Kong,China,2021-03-14,11281,203,10754,324
Hong Kong,China,2022-03-11,594511,3444,,
Hong Kong,China,2020-10-21,5269,105,5004,160
Hong Kong,China,2022-02-16,19881,227,,
Hong Kong,China,2020-08-05,3754,43,2314,1397
Hong Kong,China,2020-09-05,4857,94,4493,270
Hong Kong,China,2021-03-31,11467,205,11095,167
Hubei,China,2020-04-05,67803,3210,63945,648
Hong Kong,China,2022-04-28,1203481,9287,,
Shanghai,China,2022-04-28,50813,292,,
Hong Kong,China,2022-05-06,1206041,9344,,
Shanghai,China,2022-05-06,60368,535,,
Hong Kong,China,2021-05-26,11836,210,11561,65
Hong Kong,China,2022-06-01,1213204,9379,,
Hong Kong,China,2022-10-18,1848163,10285,,
Hong Kong,China,2021-06-21,11889,210,11616,63
Hong Kong,China,2022-05-23,1210586,9370,,
Shanghai,China,2022-05-23,62774,593,,
Hong Kong,China,2021-06-04,11850,210,11579,61
Hong Kong,China,2021-01-20,9797,166,8865,766
Hong Kong,China,2022-11-05,1942707,10457,,
Hong Kong,China,2021-09-10,12138,212,,
Hong Kong,China,2022-07-09,1268062,9410,,
Hong Kong,China,2021-06-20,11886,210,11614,62
Hong Kong,China,2022-07-25,1326123,9472,,
Hong Kong,China,2021-09-20,12165,213,,
Hong Kong,China,2021-04-10,11568,207,11193,168
Hong Kong,China,2022-01-29,13613,213,,
Hong Kong,China,2021-11-23,12410,213,,
Hong Kong,China,2022-02-25,38892,497,,
Hong Kong,China,2021-02-27,10983,198,10519,266
Hong Kong,China,2021-01-10,9242,158,8423,661
Hong Kong,China,2021-06-14,11878,210,11600,68
Hong Kong,China,2022-11-11,1973906,10511,,
Hong Kong,China,2021-11-07,12368,213,,
Hong Kong,China,2022-03-02,293730,1168,,
Hong Kong,China,2020-07-21,1655,10,1254,391
Hong Kong,China,2022-10-09,1801814,10218,,
Hong Kong,China,2022-05-15,1208506,9361,,
Shanghai,China,2022-05-15,62176,582,,
Hong Kong,China,2021-09-04,12113,212,,
Hong Kong,China,2022-04-19,1199038,9176,,
Shanghai,China,2022-04-19,35668,24,,
Hong Kong,China,2021-07-06,11944,212,11642,90
Hong Kong,China,2022-04-21,1200334,9212,,
Shanghai,China,2022-04-21,37714,32,,
Hong Kong,China,2021-10-31,12346,213,,
Hong Kong,China,2021-10-06,12244,213,,
Hong Kong,China,2021-10-14,12276,213,,
Hong Kong,China,2021-09-26,12193,213,,
Hong Kong,China,2022-06-16,1222987,9392,,
Hong Kong,China,2020-09-13,4957,100,4630,227
Hong Kong,China,2022-08-28,1513972,9664,,
Hong Kong,China,2022-07-11,1273917,9419,,
Hong Kong,China,2021-07-14,11955,212,11669,74
Hong Kong,China,2021-07-31,11984,212,11713,59
Hong Kong,China,2022-10-11,1811344,10237,,
Hong Kong,China,2021-12-26,12589,213,,
Hong Kong,China,2021-01-26,10222,173,9101,948
Hong Kong,China,2021-02-21,10868,197,10389,282
Hong Kong,China,2022-01-23,13034,213,,
Hong Kong,China,2022-09-06,1601793,9741,,
Hong Kong,China,2022-01-06,12732,213,,
Hong Kong,China,2022-09-23,1736413,10099,,
Hong Kong,China,2021-02-04,10552,186,9684,682
Hong Kong,China,2022-03-27,1128507,7252,,
Hong Kong,China,2021-06-29,11921,211,11628,82
Hong Kong,China,2021-02-12,10755,192,10136,427
Hong Kong,China,2021-03-29,11454,205,11075,174
Hong Kong,China,2020-08-20,4604,75,3827,702
Hong Kong,China,2021-12-09,12478,213,,
Hong Kong,China,2020-10-06,5132,105,4875,152
Hong Kong,China,2022-03-17,996862,5136,,
Hong Kong,China,2022-06-17,1224132,9393,,
Hong Kong,China,2021-10-15,12285,213,,
Hong Kong,China,2021-08-02,11990,212,11715,63
Hong Kong,China,2020-12-06,6897,112,5567,1218
Hong Kong,China,2021-05-02,11784,210,11445,129
Hubei,China,2020-04-01,67802,3193,63326,1283
Hong Kong,China,2020-09-25,5058,105,4765,188
Hong Kong,China,2021-09-19,12160,213,,
Jiangsu,China,2022-03-15,1960,0,,
Macau,China,2022-03-15,82,0,,
Ningxia,China,2022-03-15,122,0,,
Qinghai,China,2022-03-15,32,0,,
Shanxi,China,2022-03-15,295,0,,
Tibet,China,2022-03-15,1,0,,
Unknown,China,2022-03-15,0,0,,
Jiangsu,China,2022-06-10,2235,0,,
Macau,China,2022-06-10,83,0,,
Ningxia,China,2022-06-10,122,0,,
Qinghai,China,2022-06-10,147,0,,
Shanxi,China,2022-06-10,423,0,,
Tibet,China,2022-06-10,1,0,,
Unknown,China,2022-06-10,660975,0,,
Jiangsu,China,2021-05-04,720,0,711,9
Macau,China,2021-05-04,49,0,49,0
Ningxia,China,2021-05-04,75,0,75,0
Qinghai,China,2021-05-04,18,0,18,0
Shanxi,China,2021-05-04,251,0,243,8
Tibet,China,2021-05-04,1,0,1,0
Unknown,China,2021-05-04,0,0,7,-7
Jiangsu,China,2020-10-11,667,0,664,3
Macau,China,2020-10-11,46,0,46,0
Ningxia,China,2020-10-11,75,0,75,0
Qinghai,China,2020-10-11,18,0,18,0
Shanxi,China,2020-10-11,208,0,203,5
Tibet,China,2020-10-11,1,0,1,0
Jiangsu,China,2020-10-14,667,0,664,3
Macau,China,2020-10-14,46,0,46,0
Ningxia,China,2020-10-14,75,0,75,0
Qinghai,China,2020-10-14,18,0,18,0
Shanxi,China,2020-10-14,208,0,204,4
Tibet,China,2020-10-14,1,0,1,0
Jiangsu,China,2022-05-30,2235,0,,
Macau,China,2022-05-30,83,0,,
Ningxia,China,2022-05-30,122,0,,
Qinghai,China,2022-05-30,147,0,,
Shanxi,China,2022-05-30,420,0,,
Tibet,China,2022-05-30,1,0,,
Unknown,China,2022-05-30,990016,0,,
Jiangsu,China,2020-08-09,659,0,654,5
Macau,China,2020-08-09,46,0,46,0
Ningxia,China,2020-08-09,75,0,75,0
Qinghai,China,2020-08-09,18,0,18,0
Shanxi,China,2020-08-09,201,0,201,0
Tibet,China,2020-08-09,1,0,1,0
Jiangsu,China,2022-03-14,1947,0,,
Macau,China,2022-03-14,82,0,,
Ningxia,China,2022-03-14,122,0,,
Qinghai,China,2022-03-14,32,0,,
Shanxi,China,2022-03-14,295,0,,
Tibet,China,2022-03-14,1,0,,
Unknown,China,2022-03-14,0,0,,
Jiangsu,China,2022-11-19,2987,0,,
Ningxia,China,2022-11-19,225,0,,
Qinghai,China,2022-11-19,356,0,,
Shanxi,China,2022-11-19,2260,0,,
Tibet,China,2022-11-19,1493,0,,
Unknown,China,2022-11-19,979901,0,,
Jiangsu,China,2020-08-06,659,0,654,5
Macau,China,2020-08-06,46,0,46,0
Ningxia,China,2020-08-06,75,0,75,0
Qinghai,China,2020-08-06,18,0,18,0
Shanxi,China,2020-08-06,201,0,201,0
Tibet,China,2020-08-06,1,0,1,0
Jiangsu,China,2020-06-12,653,0,653,0
Macau,China,2020-06-12,45,0,45,0
Ningxia,China,2020-06-12,75,0,75,0
Qinghai,China,2020-06-12,18,0,18,0
Shanxi,China,2020-06-12,198,0,198,0
Tibet,China,2020-06-12,1,0,1,0
Jiangsu,China,2020-06-15,653,0,653,0
Macau,China,2020-06-15,45,0,45,0
Ningxia,China,2020-06-15,75,0,75,0
Qinghai,China,2020-06-15,18,0,18,0
Shanxi,China,2020-06-15,198,0,198,0
Tibet,China,2020-06-15,1,0,1,0
Jiangsu,China,2020-12-05,680,0,674,6
Macau,China,2020-12-05,46,0,46,0
Ningxia,China,2020-12-05,75,0,75,0
Qinghai,China,2020-12-05,18,0,18,0
Shanxi,China,2020-12-05,222,0,218,4
Tibet,China,2020-12-05,1,0,1,0
Jiangsu,China,2021-07-07,744,0,734,10
Macau,China,2021-07-07,55,0,53,2
Ningxia,China,2021-07-07,76,0,75,1
Qinghai,China,2021-07-07,18,0,18,0
Shanxi,China,2021-07-07,253,0,252,1
Tibet,China,2021-07-07,1,0,1,0
Unknown,China,2021-07-07,0,0,25,-25
Jiangsu,China,2022-04-22,2169,0,,
Macau,China,2022-04-22,82,0,,
Ningxia,China,2022-04-22,122,0,,
Qinghai,China,2022-04-22,88,0,,
Shanxi,China,2022-04-22,413,0,,
Tibet,China,2022-04-22,1,0,,
Unknown,China,2022-04-22,549026,0,,
Jiangsu,China,2020-12-08,681,0,675,6
Macau,China,2020-12-08,46,0,46,0
Ningxia,China,2020-12-08,75,0,75,0
Qinghai,China,2020-12-08,18,0,18,0
Shanxi,China,2020-12-08,222,0,218,4
Tibet,China,2020-12-08,1,0,1,0
Jiangsu,China,2022-09-22,2380,0,,
Ningxia,China,2022-09-22,126,0,,
Qinghai,China,2022-09-22,233,0,,
Shanxi,China,2022-09-22,469,0,,
Tibet,China,2022-09-22,1317,0,,
Unknown,China,2022-09-22,735274,0,,
Jiangsu,China,2021-02-07,701,0,687,14
Macau,China,2021-02-07,48,0,46,2
Ningxia,China,2021-02-07,75,0,75,0
Qinghai,China,2021-02-07,18,0,18,0
